cell,x,y,lon,lat,height,area_sq,biome,biome_cost,habitability,is_land,harbor,river,flux,pop,state,state_name,province,province_name,culture,culture_name,burg,burg_name,burg_pop,market_cell,cost_to_market_mi,supply_days
792,1505.6,231.2,123.652,46.0549,23,189,Wetland,150,10,1,1,121,963,8.687,9,Edhellon,24,Staplia,4,HUMANS,,,,242,2644.8,105.8
793,1516.1,230.7,125.6477,46.1499,23,187,Wetland,150,10,1,2,121,1068,7.253,9,Edhellon,24,Staplia,4,HUMANS,,,,242,2706.1,108.2
794,1537.14,219.78,129.6465,48.2256,10,211,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
795,1534.0,235.3,129.0497,45.2756,10,279,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
796,1562.95,226.56,134.5519,46.9369,10,2865,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
797,84.55,245.07,-146.4306,43.4186,7,2332,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
798,115.77,244.88,-140.4969,43.4547,9,316,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
799,114.0,254.7,-140.8333,41.5882,9,149,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
800,106.7,253.4,-142.2208,41.8353,9,210,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
801,125.9,240.8,-138.5716,44.2302,9,230,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
802,135.99,236.72,-136.6539,45.0057,11,244,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
803,148.78,242.19,-134.2231,43.966,11,311,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
804,161.1,247.6,-131.8816,42.9377,11,253,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
805,182.34,244.41,-127.8447,43.544,0,341,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
806,192.9,246.5,-125.8377,43.1468,0,254,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
807,203.41,248.55,-123.8402,42.7571,0,327,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
808,221.19,235.28,-120.461,45.2794,0,1772,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
809,338.36,241.66,-98.1918,44.0667,6,177,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
810,344.01,247.55,-97.118,42.9472,23,136,Coastal,50,50,1,3,0,10,3.667,5,Kel'Esta,3,Str'amar,4,HUMANS,,,,715,167.0,6.7
811,353.9,248.6,-95.2383,42.7476,23,161,Coastal,50,50,1,2,0,10,4.356,5,Kel'Esta,3,Str'amar,4,HUMANS,,,,715,181.9,7.3
812,363.69,249.74,-93.3776,42.5309,22,142,Coastal,50,50,1,1,0,19,5.367,5,Kel'Esta,3,Str'amar,4,HUMANS,,,,715,197.6,7.9
813,377.1,247.4,-90.8289,42.9757,22,158,Coastal,50,50,1,1,0,26,6.066,5,Kel'Esta,3,Str'amar,4,HUMANS,,,,715,246.7,9.9
814,368.6,257.6,-92.4444,41.037,22,137,Coastal,50,50,1,1,0,16,4.926,5,Kel'Esta,3,Str'amar,4,HUMANS,,,,715,248.5,9.9
815,390.59,245.13,-88.2651,43.4072,24,147,Coastal,50,50,1,1,0,25,5.514,5,Kel'Esta,3,Str'amar,4,HUMANS,,,,715,325.7,13.0
816,382.0,255.3,-89.8977,41.4741,24,145,Wetland,150,10,1,0,0,17,1.02,5,Kel'Esta,3,Str'amar,4,HUMANS,,,,715,407.8,16.3
817,400.54,246.39,-86.374,43.1677,27,184,Coastal,50,50,1,1,0,18,11.111,5,Kel'Esta,3,Str'amar,4,HUMANS,,,,715,385.0,15.4
818,415.73,236.94,-83.487,44.9639,14,140,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
819,439.47,239.44,-78.975,44.4887,27,164,Coastal,50,50,1,2,0,13,4.271,5,Kel'Esta,2,Ar'lond,4,HUMANS,,,,715,631.7,25.3
820,427.7,246.3,-81.212,43.1848,27,196,Coastal,50,50,1,2,0,22,4.701,5,Kel'Esta,2,Ar'lond,4,HUMANS,,,,715,556.7,22.3
821,464.93,238.17,-74.1361,44.7301,26,241,Barrens,50,50,1,0,0,21,5.939,5,Kel'Esta,2,Ar'lond,4,HUMANS,,,,315,646.8,25.9
822,472.06,241.17,-72.781,44.1599,40,278,Barrens,50,50,1,0,0,12,15.054,5,Kel'Esta,2,Ar'lond,4,HUMANS,,,,315,661.2,26.4
823,488.44,242.04,-69.6678,43.9945,40,378,Barrens,50,50,1,0,0,7,8.845,5,Kel'Esta,2,Ar'lond,4,HUMANS,37,Bre'ken,35807,315,685.1,27.4
824,510.69,250.48,-65.439,42.3903,40,364,Barrens,50,50,1,0,0,15,9.402,5,Kel'Esta,2,Ar'lond,4,HUMANS,,,,315,727.1,29.1
825,529.27,248.54,-61.9077,42.759,40,299,Barrens,50,50,1,0,0,10,19.056,5,Kel'Esta,1,Oem'rak,4,HUMANS,,,,315,697.1,27.9
826,553.06,235.55,-57.3863,45.2281,40,406,Barrens,50,50,1,0,0,10,25.03,5,Kel'Esta,1,Oem'rak,4,HUMANS,36,Tar'ia,117216,315,704.0,28.2
827,564.28,240.97,-55.2538,44.1979,40,252,Barrens,50,50,1,0,0,10,13.158,5,Kel'Esta,1,Oem'rak,4,HUMANS,,,,461,736.8,29.5
828,589.2,243.29,-50.5175,43.7569,40,307,Barrens,50,50,1,0,0,10,7.076,5,Kel'Esta,1,Oem'rak,4,HUMANS,,,,461,599.1,24.0
829,604.64,240.08,-47.583,44.3671,40,272,Barrens,50,50,1,0,0,10,6.925,5,Kel'Esta,1,Oem'rak,4,HUMANS,,,,461,512.4,20.5
830,619.04,238.75,-44.8462,44.6199,40,221,Barrens,50,50,1,0,0,11,5.611,5,Kel'Esta,1,Oem'rak,4,HUMANS,,,,461,473.6,18.9
831,634.64,239.53,-41.8813,44.4716,40,205,Coastal,50,50,1,1,0,28,6.893,5,Kel'Esta,1,Oem'rak,4,HUMANS,,,,461,387.7,15.5
832,640.5,249.2,-40.7675,42.6336,40,125,Coastal,50,50,1,1,0,17,4.239,5,Kel'Esta,1,Oem'rak,4,HUMANS,,,,461,449.9,18.0
833,626.5,249.7,-43.4284,42.5385,40,158,Barrens,50,50,1,0,0,17,3.722,5,Kel'Esta,1,Oem'rak,4,HUMANS,,,,461,459.4,18.4
834,649.8,247.43,-39.0,42.97,16,149,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
835,652.9,256.5,-38.4108,41.246,16,161,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
836,794.0,250.16,-11.5936,42.4511,10,283,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
837,815.79,246.97,-7.4522,43.0574,10,202,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
838,836.07,244.31,-3.5978,43.563,42,301,Dead Forrest,50,0,1,2,0,1,0,12,Dead Forrest,0,,6,DEMONS,,,,1715,2888.3,115.5
839,851.78,241.32,-0.612,44.1314,41,387,Dead Forrest,50,0,1,0,0,7,0,12,Dead Forrest,0,,6,DEMONS,,,,1715,2798.2,111.9
840,873.06,236.3,3.4325,45.0855,41,351,Dead Forrest,50,0,1,0,0,5,0,12,Dead Forrest,0,,10,HALFLINGS,,,,1715,2677.9,107.1
841,885.44,241.36,5.7854,44.1238,39,406,Dead Forrest,50,0,1,0,150,34,0,12,Dead Forrest,0,,10,HALFLINGS,,,,1715,2600.7,104.0
842,912.31,242.23,10.8923,43.9584,39,314,Dead Forrest,50,0,1,0,0,2,0,12,Dead Forrest,0,,6,DEMONS,,,,1715,2440.8,97.6
843,927.49,245.15,13.7773,43.4034,39,290,Dead Forrest,50,0,1,0,0,4,0,12,Dead Forrest,0,,4,HUMANS,,,,1715,2393.9,95.8
844,940.1,250.94,16.174,42.3029,39,307,Dead Forrest,50,0,1,0,0,5,0,12,Dead Forrest,0,,4,HUMANS,,,,1715,2328.3,93.1
845,969.82,235.18,21.8225,45.2984,39,217,Temperate deciduous forest,70,100,1,1,0,7,13.133,9,Edhellon,22,Chichbridia,4,HUMANS,,,,1715,2412.4,96.5
846,973.26,240.09,22.4763,44.3652,39,263,Temperate deciduous forest,70,100,1,1,0,17,11.123,9,Edhellon,22,Chichbridia,4,HUMANS,,,,1715,2366.3,94.7
847,990.2,243.9,25.6959,43.641,39,303,Temperate deciduous forest,70,100,1,2,0,17,10.703,9,Edhellon,22,Chichbridia,4,HUMANS,57,Krassen,148814,1715,2337.5,93.5
848,1007.04,247.64,28.8965,42.9301,39,284,Temperate deciduous forest,70,100,1,5,0,11,10.238,9,Edhellon,22,Chichbridia,4,HUMANS,,,,1715,2361.4,94.5
849,1001.8,257.6,27.9006,41.037,39,205,Temperate deciduous forest,70,100,1,1,0,11,4.475,1,Asra,42,Broverham,4,HUMANS,,,,1715,2274.8,91.0
850,1024.29,237.14,32.175,44.9259,10,242,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
851,1024.5,249.5,32.2149,42.5766,10,161,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
852,1039.31,242.08,35.0297,43.9869,10,205,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
853,1032.0,252.0,33.6404,42.1014,10,125,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
854,1054.89,243.78,37.9908,43.6638,39,182,Temperate deciduous forest,70,100,1,1,0,7,4.301,1,Asra,42,Broverham,4,HUMANS,,,,1820,2418.8,96.8
855,1047.9,252.0,36.6623,42.1014,39,156,Temperate deciduous forest,70,100,1,2,0,2,3.093,1,Asra,42,Broverham,4,HUMANS,,,,1820,2403.8,96.2
856,1063.51,246.21,39.6291,43.2019,47,250,Temperate deciduous forest,70,100,1,0,0,5,4.279,1,Asra,42,Broverham,4,HUMANS,,,,1820,2349.8,94.0
857,1081.21,237.69,42.9931,44.8213,49,358,Temperate deciduous forest,70,100,1,0,0,5,12.376,9,Edhellon,22,Chichbridia,4,HUMANS,,,,1820,2235.9,89.4
858,1115.02,246.41,49.419,43.1639,39,303,Temperate deciduous forest,70,100,1,0,0,14,10.432,9,Edhellon,23,Floksia,8,SHIFTERS,,,,1820,1867.7,74.7
859,1129.17,249.51,52.1083,42.5747,39,326,Temperate deciduous forest,70,100,1,0,0,8,18.056,9,Edhellon,23,Floksia,4,HUMANS,,,,1820,1756.1,70.2
860,1141.27,237.87,54.408,44.7871,39,288,Temperate deciduous forest,70,100,1,0,0,7,9.785,9,Edhellon,23,Floksia,4,HUMANS,,,,1820,1780.4,71.2
861,1162.9,241.14,58.519,44.1656,39,404,Temperate deciduous forest,70,100,1,0,146,38,13.705,9,Edhellon,23,Floksia,4,HUMANS,,,,1820,1647.0,65.9
862,1175.2,235.04,60.8567,45.325,43,379,Temperate deciduous forest,70,100,1,0,0,8,13.399,9,Edhellon,23,Floksia,4,HUMANS,,,,1820,1693.1,67.7
863,1200.53,243.62,65.6709,43.6942,39,394,Temperate deciduous forest,70,100,1,0,0,17,21.296,9,Edhellon,23,Floksia,8,SHIFTERS,,,,1820,1581.3,63.3
864,1221.18,236.07,69.5956,45.1293,39,298,Temperate deciduous forest,70,100,1,0,145,47,10.194,9,Edhellon,23,Floksia,8,SHIFTERS,,,,1820,1621.1,64.8
865,1239.06,242.13,72.9939,43.9774,39,394,Temperate deciduous forest,70,100,1,0,145,92,14.247,9,Edhellon,23,Floksia,8,SHIFTERS,,,,1820,1534.8,61.4
866,1257.55,235.01,76.508,45.3307,39,240,Temperate deciduous forest,70,100,1,0,0,13,7.91,9,Edhellon,23,Floksia,4,HUMANS,,,,1735,1553.9,62.2
867,1262.23,251.08,77.3975,42.2762,39,303,Temperate deciduous forest,70,100,1,0,0,13,10.126,9,Edhellon,23,Floksia,7,GODLINGS,,,,1735,1425.0,57.0
868,1289.0,250.32,82.4854,42.4207,39,387,Temperate deciduous forest,70,100,1,0,144,640,28.065,9,Edhellon,23,Floksia,4,HUMANS,,,,1735,1464.8,58.6
869,1309.73,240.21,86.4253,44.3423,39,318,Taiga,200,18,1,0,144,664,7.422,9,Edhellon,23,Floksia,8,SHIFTERS,,,,1735,1914.5,76.6
870,1324.16,239.21,89.1678,44.5324,43,265,Taiga,200,18,1,0,0,13,6.418,9,Edhellon,23,Floksia,4,HUMANS,,,,1735,2178.3,87.1
871,1339.58,245.37,92.0985,43.3616,40,331,Wetland,150,10,1,0,0,76,1.785,9,Edhellon,27,Falisia,4,HUMANS,,,,1735,2091.1,83.6
872,1360.45,248.29,96.0651,42.8065,39,310,Wetland,150,10,1,0,0,15,1.03,9,Edhellon,27,Falisia,7,GODLINGS,,,,1735,2179.9,87.2
873,1374.81,246.51,98.7943,43.1449,39,361,Wetland,150,10,1,0,120,324,4.284,9,Edhellon,27,Falisia,4,HUMANS,,,,1735,2040.0,81.6
874,1399.52,242.09,103.4906,43.985,39,315,Wetland,150,10,1,0,120,248,11.169,9,Edhellon,27,Falisia,4,HUMANS,,,,1735,2180.2,87.2
875,1406.55,239.14,104.8268,44.5457,39,235,Wetland,150,10,1,0,121,64,2.475,9,Edhellon,24,Staplia,8,SHIFTERS,,,,1735,2306.0,92.2
876,1428.25,239.38,108.951,44.5001,39,379,Wetland,150,10,1,0,121,152,2.502,9,Edhellon,24,Staplia,4,HUMANS,,,,1735,2538.8,101.6
877,1447.3,236.32,112.5716,45.0817,36,299,Wetland,150,10,1,0,121,245,8.984,9,Edhellon,24,Staplia,4,HUMANS,,,,242,2423.9,97.0
878,1460.8,235.56,115.1374,45.2262,27,94,Wetland,150,10,1,0,121,312,1.134,9,Edhellon,24,Staplia,4,HUMANS,,,,242,2387.2,95.5
879,1461.6,249.7,115.2895,42.5385,27,223,Wetland,150,10,1,0,0,67,1.507,9,Edhellon,24,Staplia,7,GODLINGS,,,,242,2620.9,104.8
880,1469.8,239.5,116.848,44.4773,27,152,Wetland,150,10,1,1,121,379,7.16,9,Edhellon,24,Staplia,8,SHIFTERS,,,,242,2530.6,101.2
881,1478.75,243.38,118.549,43.7398,23,141,Wetland,150,10,1,1,0,32,2.132,9,Edhellon,24,Staplia,8,SHIFTERS,,,,242,2691.5,107.7
882,1470.6,253.6,117.0,41.7973,23,186,Wetland,150,10,1,1,41,304,4.884,9,Edhellon,24,Staplia,7,GODLINGS,,,,242,2763.6,110.5
883,1490.2,241.8,120.7251,44.0401,23,186,Wetland,150,10,1,1,0,32,6.171,9,Edhellon,24,Staplia,7,GODLINGS,,,,242,2882.2,115.3
884,1485.9,249.3,119.9079,42.6146,23,128,Wetland,150,10,1,1,0,32,1.705,9,Edhellon,24,Staplia,7,GODLINGS,,,,242,2844.7,113.8
885,1501.55,240.27,122.8823,44.3309,23,132,Wetland,150,10,1,0,0,28,0.65,9,Edhellon,24,Staplia,7,GODLINGS,,,,242,2808.6,112.3
886,1516.12,243.56,125.6515,43.7056,23,181,Wetland,150,10,1,2,0,81,1.449,9,Edhellon,24,Staplia,4,HUMANS,,,,242,2912.6,116.5
887,1504.6,249.4,123.462,42.5956,23,114,Wetland,150,10,1,0,271,53,2.911,9,Edhellon,24,Staplia,8,SHIFTERS,,,,242,2979.5,119.2
888,1517.6,255.6,125.9327,41.4171,23,136,Wetland,150,10,1,2,273,106,1.923,9,Edhellon,24,Staplia,4,HUMANS,,,,242,3124.7,125.0
889,1509.6,255.4,124.4123,41.4551,23,114,Wetland,150,10,1,0,273,53,0.552,9,Edhellon,24,Staplia,8,SHIFTERS,,,,242,3108.3,124.3
890,1530.93,250.72,128.4662,42.3447,10,286,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
891,1551.46,238.78,132.3681,44.6141,10,764,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
892,59.48,256.32,-151.1953,41.2803,11,2938,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
893,81.75,265.08,-146.9627,39.6152,8,281,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
894,81.3,279.8,-147.0482,36.8173,8,243,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
895,97.61,261.85,-143.9484,40.2291,10,293,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
896,112.32,264.48,-141.1526,39.7293,10,229,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
897,137.23,258.11,-136.4183,40.94,50,265,Temperate rainforest,90,90,1,5,0,26,11.219,5,Kel'Esta,4,Cass'tow,4,HUMANS,,,,,,
898,127.9,270.7,-138.1915,38.547,50,267,Temperate rainforest,90,90,1,4,0,26,19.444,5,Kel'Esta,4,Cass'tow,4,HUMANS,,,,,,
899,146.0,255.8,-134.7515,41.3791,50,180,Temperate rainforest,90,90,1,3,0,26,8.163,5,Kel'Esta,4,Cass'tow,4,HUMANS,,,,,,
900,154.78,253.52,-133.0827,41.8125,75,182,Temperate rainforest,90,90,1,6,0,29,11.793,5,Kel'Esta,4,Cass'tow,4,HUMANS,,,,,,
901,173.44,253.08,-129.5363,41.8961,0,165,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
902,175.1,262.4,-129.2208,40.1246,0,145,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
903,185.13,258.75,-127.3145,40.8184,55,154,Temperate rainforest,90,90,1,5,0,66,10.399,5,Kel'Esta,4,Cass'tow,4,HUMANS,,,,,,
904,188.2,267.6,-126.731,39.1362,55,174,Temperate rainforest,90,90,1,5,0,66,12.131,5,Kel'Esta,4,Cass'tow,4,HUMANS,,,,,,
905,214.16,261.83,-121.7971,40.2329,0,188,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
906,219.61,259.49,-120.7613,40.6777,0,302,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
907,235.21,268.52,-117.7963,38.9614,0,898,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
908,291.32,263.13,-107.1322,39.9859,10,1630,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
909,318.9,265.43,-101.8904,39.5487,10,295,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
910,327.09,255.26,-100.3338,41.4817,10,375,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
911,340.0,260.7,-97.8801,40.4477,10,159,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
912,332.7,265.3,-99.2675,39.5734,10,125,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
913,352.88,266.1,-95.4322,39.4213,10,166,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
914,373.42,265.43,-91.5284,39.5487,24,118,Wetland,150,10,1,0,0,7,0.799,5,Kel'Esta,3,Str'amar,4,HUMANS,,,,715,407.8,16.3
915,376.4,274.0,-90.962,37.9197,24,145,Temperate deciduous forest,70,100,1,0,0,7,6.948,5,Kel'Esta,3,Str'amar,4,HUMANS,,,,715,448.7,17.9
916,392.84,262.29,-87.8374,40.1455,27,255,Wetland,150,10,1,0,0,8,1.181,5,Kel'Esta,3,Str'amar,4,HUMANS,,,,715,632.7,25.3
917,406.82,267.31,-85.1804,39.1913,30,318,Barrens,50,50,1,0,0,8,7.237,5,Kel'Esta,3,Str'amar,4,HUMANS,31,Al'der,165414,715,514.2,20.6
918,415.87,253.11,-83.4604,41.8904,29,302,Barrens,50,50,1,1,0,17,10.718,5,Kel'Esta,3,Str'amar,4,HUMANS,,,,715,481.7,19.3
919,439.44,257.34,-78.9807,41.0864,32,350,Barrens,50,50,1,0,0,9,8.018,5,Kel'Esta,2,Ar'lond,4,HUMANS,,,,715,623.3,24.9
920,452.5,255.96,-76.4985,41.3487,33,330,Barrens,50,50,1,0,0,12,7.444,5,Kel'Esta,2,Ar'lond,4,HUMANS,,,,715,697.3,27.9
921,473.07,264.2,-72.589,39.7825,40,412,Wetland,150,10,1,0,0,5,1.93,5,Kel'Esta,2,Ar'lond,4,HUMANS,,,,315,1041.6,41.7
922,487.51,257.57,-69.8446,41.0427,40,352,Wetland,150,10,1,0,0,5,1.59,5,Kel'Esta,2,Ar'lond,4,HUMANS,,,,315,941.8,37.7
923,515.96,256.77,-64.4374,41.1947,40,250,Glades,50,50,1,0,0,5,6.192,5,Kel'Esta,1,Oem'rak,4,HUMANS,,,,315,772.3,30.9
924,529.93,255.38,-61.7823,41.4589,40,248,Wetland,150,10,1,0,0,9,2.307,5,Kel'Esta,1,Oem'rak,4,HUMANS,,,,315,810.5,32.4
925,550.47,268.39,-57.8785,38.9861,39,383,Barrens,50,50,1,0,192,46,9.755,5,Kel'Esta,1,Oem'rak,4,HUMANS,,,,461,865.0,34.6
926,572.81,253.4,-53.6326,41.8353,40,299,Barrens,50,50,1,0,0,8,6.939,5,Kel'Esta,1,Oem'rak,4,HUMANS,,,,461,705.1,28.2
927,580.15,261.67,-52.2376,40.2634,40,259,Barrens,50,50,1,0,0,8,5.951,5,Kel'Esta,1,Oem'rak,4,HUMANS,,,,461,711.8,28.5
928,602.54,262.33,-47.9822,40.1379,40,340,Barrens,50,50,1,0,0,18,7.743,5,Kel'Esta,1,Oem'rak,4,HUMANS,,,,461,618.9,24.8
929,618.38,259.81,-44.9716,40.6169,40,200,Coastal,50,50,1,0,0,9,10.78,5,Kel'Esta,1,Oem'rak,4,HUMANS,,,,461,530.7,21.2
930,616.0,269.5,-45.424,38.7751,40,196,Coastal,50,50,1,2,0,18,5.105,5,Kel'Esta,1,Oem'rak,4,HUMANS,,,,461,585.6,23.4
931,632.3,259.3,-42.326,40.7138,40,213,Coastal,50,50,1,2,0,26,5.484,5,Kel'Esta,1,Oem'rak,4,HUMANS,,,,461,521.1,20.8
932,646.26,258.83,-39.6728,40.8032,40,129,Coastal,50,50,1,4,0,13,6.318,5,Kel'Esta,1,Oem'rak,4,HUMANS,,,,461,511.6,20.5
933,656.0,265.61,-37.8216,39.5145,9,214,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
934,677.76,265.06,-33.686,39.619,0,1775,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
935,780.0,253.28,-14.2544,41.8581,10,1894,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
936,796.9,262.38,-11.0424,40.1284,10,194,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
937,795.8,274.6,-11.2515,37.8057,10,348,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
938,806.1,258.0,-9.2939,40.9609,10,199,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
939,815.39,253.58,-7.5282,41.8011,10,143,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
940,829.97,258.78,-4.7572,40.8127,42,326,Dead Forrest,50,0,1,2,0,0,0,12,Dead Forrest,0,,4,HUMANS,,,,1715,2877.0,115.1
941,822.8,271.0,-6.1199,38.49,42,314,Dead Forrest,50,0,1,2,0,0,0,1,Asra,41,Sumayya,4,HUMANS,,,,1715,2954.9,118.2
942,856.32,265.37,0.2509,39.5601,44,387,Dead Forrest,50,0,1,0,0,3,0,12,Dead Forrest,0,,4,HUMANS,,,,1715,2727.6,109.1
943,874.51,265.47,3.708,39.5411,40,406,Dead Forrest,50,0,1,0,150,40,0,12,Dead Forrest,0,,4,HUMANS,,,,1715,2617.5,104.7
944,895.97,264.9,7.7867,39.6494,39,279,Dead Forrest,50,0,1,0,0,2,0,12,Dead Forrest,0,,4,HUMANS,,,,1715,2484.5,99.4
945,904.0,263.79,9.3129,39.8604,39,319,Dead Forrest,50,0,1,0,0,26,0,12,Dead Forrest,0,,4,HUMANS,,,,1715,2439.9,97.6
946,927.8,260.77,13.8363,40.4344,39,369,Dead Forrest,50,0,1,0,0,22,0,12,Dead Forrest,0,,4,HUMANS,,,,1715,2308.0,92.3
947,949.96,259.93,18.048,40.5941,39,150,Grassland,50,30,1,0,0,5,1.048,1,Asra,42,Broverham,4,HUMANS,,,,1715,2254.9,90.2
948,955.44,259.22,19.0895,40.729,39,292,Temperate deciduous forest,70,100,1,0,0,5,5.373,1,Asra,42,Broverham,4,HUMANS,,,,1715,2280.6,91.2
949,982.11,258.42,24.1583,40.8811,39,326,Grassland,50,30,1,0,0,20,5.25,1,Asra,42,Broverham,4,HUMANS,,,,1715,2209.5,88.4
950,996.48,267.52,26.8895,39.1514,39,190,Grassland,50,30,1,0,0,24,1.006,1,Asra,42,Broverham,4,HUMANS,,,,1715,2188.1,87.5
951,1009.6,271.6,29.383,38.3759,39,284,Grassland,50,30,1,1,54,263,7.309,1,Asra,42,Broverham,4,HUMANS,,,,1715,2226.5,89.1
952,1024.68,261.94,32.2491,40.212,10,180,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
953,1040.99,260.22,35.349,40.539,39,123,Temperate deciduous forest,70,100,1,1,0,13,4.506,1,Asra,42,Broverham,4,HUMANS,,,,1820,2377.8,95.1
954,1031.9,268.0,33.6213,39.0602,39,173,Grassland,50,30,1,2,146,308,2.078,1,Asra,42,Broverham,4,HUMANS,,,,1715,2379.7,95.2
955,1049.08,264.46,36.8865,39.7331,39,250,Temperate deciduous forest,70,100,1,0,146,295,5.283,1,Asra,42,Broverham,4,HUMANS,,,,1820,2307.5,92.3
956,1069.52,258.5,40.7713,40.8659,47,429,Temperate deciduous forest,70,100,1,0,0,2,12.072,1,Asra,42,Broverham,4,HUMANS,,,,1820,2244.5,89.8
957,1096.07,256.17,45.8174,41.3088,41,421,Temperate deciduous forest,70,100,1,0,0,8,7.196,1,Asra,42,Broverham,4,HUMANS,,,,1820,2016.8,80.7
958,1111.59,253.95,48.7671,41.7307,39,201,Temperate deciduous forest,70,100,1,0,0,3,6.921,9,Edhellon,23,Floksia,4,HUMANS,,,,1820,1895.7,75.8
959,1122.67,266.24,50.873,39.3947,39,290,Temperate deciduous forest,70,100,1,0,146,88,5.208,1,Asra,42,Broverham,4,HUMANS,,,,1820,1771.2,70.8
960,1147.62,263.22,55.6149,39.9687,39,386,Temperate deciduous forest,70,100,1,0,146,65,14.033,9,Edhellon,23,Floksia,4,HUMANS,,,,1820,1579.1,63.2
961,1165.79,265.53,59.0683,39.5297,39,254,Temperate deciduous forest,70,100,1,0,0,3,8.626,9,Edhellon,23,Floksia,4,HUMANS,,,,1820,1445.9,57.8
962,1180.97,257.71,61.9534,41.0161,39,385,Temperate deciduous forest,70,100,1,0,0,22,12.785,9,Edhellon,23,Floksia,8,SHIFTERS,,,,1820,1495.0,59.8
963,1196.62,265.5,64.9278,39.5354,51,323,Temperate deciduous forest,70,100,1,0,0,2,10.526,9,Edhellon,23,Floksia,4,HUMANS,,,,1820,1424.9,57.0
